"publish_date","headline_text","year","month","day"
20190906,"west papua fight for independence fuelled by race riots",2019,9,6
20040406,"no rethink likely on ambulance station site",2004,4,6
20110711,"carbon tax a miserable package for queensland coal",2011,7,11
20070720,"airline says crashed brazilian plane had braking",2007,7,20
20040806,"climbers still trapped by avalanches in kyrgyzstan",2004,8,6
20130410,"white opts for debutant to face highlanders",2013,4,10
20121130,"kpop beyond gangnam style",2012,11,30
20160304,"matildas australia beat south korea in olympic qualifier",2016,3,4
20130528,"winters where does our welfare go",2013,5,28
20120918,"japan should appoint new envoy to china",2012,9,18
20190329,"pope francis says ring withdraw was about germs",2019,3,29
20180927,"seacombe gardens fatal stabbing accused claims self defence",2018,9,27
20130410,"new test for fire blight disease",2013,4,10
20050804,"islamic council attacks terrorism comments",2005,8,4
20090923,"barbiero to make reds comeback",2009,9,23
20090719,"shining a light on heritage neglect",2009,7,19
20070809,"mp withheld levies because of concerns about",2007,8,9
20060725,"israel targeting fleeing civilians",2006,7,25
20130627,"skype scandal trial to go ahead",2013,6,27
20091209,"interview john daly",2009,12,9
20180306,"acdc legend bon scott honoured in melbourne artwork",2018,3,6
20160916,"paralympian scott reardon credits rural nsw town with gold medal",2016,9,16
20091211,"goldman sachs cuts cash bonuses",2009,12,11
20140326,"rescue chopper pilot says drone collision could have been disas",2014,3,26
20060427,"mens shed gives locals a place to meet",2006,4,27
20050705,"nixon police association clash over planned changes",2005,7,5
20080911,"former labor mp turned independent john bowler has",2008,9,11
20201218,"fiji declares state of natural disaster as powerful cyclone hits",2020,12,18
20100603,"soldiers at risk of getting hooked on heroin",2010,6,3
20111128,"tough schedule for british and irish lions",2011,11,28
20150412,"queensland survey on more music events lang park",2015,4,12
20121019,"us; australian police bust gun supply ring",2012,10,19
20110104,"thieves tunnel into argentina bank vault",2011,1,4
20180430,"fishers urge to catch and release tuna better",2018,4,30
20120727,"sunset strip gets dressed for tree day",2012,7,27
20040512,"western wineries pleased with budget outcome",2004,5,12
20150223,"crabb pm's powerful speech less than it seems",2015,2,23
20050331,"early bloomers distress japans cherry blossom fans",2005,3,31
20090330,"mason myles suspended for breaking booze rules",2009,3,30
20100722,"councillors reject bmx money allocation",2010,7,22
20110318,"kevin um it seems ah we shuffle sort of ah owe you",2011,3,18
20080428,"breast surgery cuts raise opposition ire",2008,4,28
20110225,"reward issued for fugitive with wollongong history",2011,2,25
20100213,"labor mourns death of jock ferguson",2010,2,13
20050809,"iraqi city riots for better services",2005,8,9
20200509,"coronavirus anitviral bacteria",2020,5,9
20101013,"former afp head to lead prison inquiry",2010,10,13
20140618,"state of origin ii highlights",2014,6,18
20110602,"media call john longmire",2011,6,2
20060123,"bodies of 23 iraqi police recruits found",2006,1,23
20200704,"search ends singapore man swept from rocks western australia",2020,7,4
20130321,"premier profit growth drives shares higher",2013,3,21
20091111,"star trek creator murphy brown to enter tv hall of",2009,11,11
20181110,"imelda marcos convicted of corruption facing prison",2018,11,10
20100908,"council decides on draft management plan for",2010,9,8
20030819,"ralf schumacher challenges fia penalty",2003,8,19
20030714,"telstra shares hit 6 month high",2003,7,14
20151206,"australian anti islamic fighter to return home",2015,12,6
20080620,"us officials investigate teen pregnancy pact claims",2008,6,20
20060316,"govt defends 100k defamation payout to millionaire",2006,3,16
20151206,"ignored child protection alerts cases of significant concern",2015,12,6
20051120,"iran denies nuclear program warrants sanctions",2005,11,20
20060224,"liberals vow to toughen assault penalties",2006,2,24
20190403,"glen eira council puts aged care centres up for sale",2019,4,3
20040216,"doomsday cult raided as leaders verdict nears",2004,2,16
20120517,"walshy and clinchy round eight",2012,5,17
20050116,"ten man reggina frustrate inter",2005,1,16
20081205,"india admits security lapses over mumbai attacks",2008,12,5
20041017,"police seek information on perth stabbings",2004,10,17
20160413,"usda wasde report april",2016,4,13
20160212,"international students dive shipwrecks eyre peninsula",2016,2,12
20110212,"musharraf set to ignore arrest warrant",2011,2,12
20140523,"nsw oberon drought recovery",2014,5,23
20151006,"man charged over centennial park fatal stabbing in 2009",2015,10,6
20101013,"green group urges federal funds for hazelwood",2010,10,13
20161107,"peter tiernan",2016,11,7
20160603,"auburn inquiry will not examine why roof blown off in storm",2016,6,3
20110823,"share market on the rise",2011,8,23
20131208,"jelena dokic returns to tennis in australian open play off afte",2013,12,8
20170811,"tim minchin still call australia homeophobic same sex marriage",2017,8,11
20080322,"new strain of tb surfaces in uk",2008,3,22
20140306,"nrn carbon cash concern",2014,3,6
20041102,"nationals play down deal for telstra sale support",2004,11,2
20090930,"big diamond find for argyle",2009,9,30
20151008,"papua new guinea to co host rugby league world cup 2017",2015,10,8
20140821,"hansen doubts wallabies can lift further",2014,8,21
20060306,"report identifies poverty factors",2006,3,6
20121213,"camper forced to reinstall damaged signs",2012,12,13
20180308,"when a region regional stoush erupts over newcastle wollongong",2018,3,8
20071024,"sri lanka kills 11 rebels in northern clashes",2007,10,24
20211126,"defence minister china sees other countries as tributary states",2021,11,26
20110712,"mt selwyn shut down and blacked out in blizzard",2011,7,12
20050717,"rome to host 2009 world swimming champs",2005,7,17
20160219,"suva now in winstons sights",2016,2,19
20201126,"sa coronavirus case linked to cluster via woodville pizza bar",2020,11,26
20200830,"biggest sticky beak in arncliffe meet neighbours coronavirus",2020,8,30
20170828,"mps must declare assets or risk jail; png",2017,8,28
20101015,"bonsoir to the bill",2010,10,15
20130930,"lake rioli facing late start to 2014",2013,9,30
20100201,"interview mohammad yousuf",2010,2,1
20121012,"police make huge cannabis bust in south east qld",2012,10,12
20171209,"cape york teenagers sing in chicago thanksgiving concert",2017,12,9
20151103,"tatz how does the show go on with only one original member",2015,11,3
20090705,"gillard foreshadows navy sex investigation",2009,7,5
20040904,"meeuws to join growing exodus of all blacks",2004,9,4
20150603,"lake eyre provides tourism joy after rains in south australia",2015,6,3
20060603,"canada police make arrests for terrorism offences",2006,6,3
20100806,"armed bandit holds up servo",2010,8,6
20080327,"new suit sinks schipper",2008,3,27
20080901,"gustav poses key test for mccain obama",2008,9,1
20120314,"pool fee to fund security guards",2012,3,14
20150916,"asali is trained with food before the journey",2015,9,16
20061218,"quick wickets rock england",2006,12,18
20030522,"qld man charged over ecstasy trafficking",2003,5,22
20050126,"toilet vandalism upsets council",2005,1,26
20170304,"federal reserve chair janet yellen signals interest rate rise",2017,3,4
20080416,"hall suspension appropriate demetriou",2008,4,16
20111016,"lorenzo out stoner closes in on title",2011,10,16
20050517,"driver to face court after policeman nearly run",2005,5,17
20031104,"gladstone targets cane toads",2003,11,4
20121029,"cheap travel to help lure foreign students",2012,10,29
20040220,"firms to get crime prevention scheme workshops",2004,2,20
20070223,"qld govt considers rental crackdown",2007,2,23
20140611,"tate shrugs off blues threats",2014,6,11
20100429,"soldiers lose their soles during anzac march",2010,4,29
20080228,"alice mayoral candidate promises tourism precinct",2008,2,28
20200829,"horse racing 1992 melbourne cup winner subzero dies",2020,8,29
20130403,"nra recommends arming teachers",2013,4,3
20070322,"terrible idea",2007,3,22
20160620,"lebrons cavaliers complete historic comeback to win nba title",2016,6,20
20110212,"from tahrir square egyptians jubilant as mubarak",2011,2,12
20041016,"unions question energex chairmans role in dispute",2004,10,16
20140414,"snow barlow science csiro",2014,4,14
20030616,"maitland mayor freed of rape charges",2003,6,16
20070419,"murray darling farmers face water shut off",2007,4,19
20130918,"shale oil and gas debate in tasmania",2013,9,18
20130911,"whincup wants night time v8s",2013,9,11
20171122,"anti adani protesters ambush lnp leader tim nicholls townsville",2017,11,22
20080926,"australian soldiers injured in e timor",2008,9,26
20080916,"public invited to lead management session",2008,9,16
20140308,"tourists outback survival story a headache for",2014,3,8
20110617,"minister awaits dam management response",2011,6,17
20120326,"interview benji marshall",2012,3,26
20070228,"privacy laws may be toughened if smart card goes",2007,2,28
20131101,"us aviation authority ends ban on mobile phone use on flights",2013,11,1
20101011,"south east qld soaked",2010,10,11
20050114,"former finance officer jailed for charity theft",2005,1,14
20101117,"premier defends life skills education policy",2010,11,17
20090615,"police impound two cars during weekend hoon hunt",2009,6,15
20130828,"fonterra update",2013,8,28
20100307,"interview lisa sthalekar",2010,3,7
20200618,"road barrier reports slams vicroads planning",2020,6,18
20170523,"dash cam captures rumble at manchester arena",2017,5,23
20120125,"kids hurt in oxley highway crash",2012,1,25
20140701,"nsw country hour 1 july 2014",2014,7,1
20080729,"steffensen wont rush fitness decision",2008,7,29
20150730,"cash converters facing federal court class action queensland law",2015,7,30
20111227,"abc weather",2011,12,27
20140531,"interview trent robinson",2014,5,31
20070515,"woman charged over 2m cannabis haul",2007,5,15
20051205,"bikie gang fights efforts to dismantle security",2005,12,5
20071228,"artists rally to save st kildas palais theatre",2007,12,28
20110726,"peyroux to debut for titans",2011,7,26
20030607,"els and woods to go head to head in us open",2003,6,7
20140206,"rural tas rural reporter gooney bird takes to the sky",2014,2,6
20151107,"india's ravichandran ashwin sparks south african collapse in",2015,11,7
20140626,"mr fluffy asbestos residents angry about taskforce",2014,6,26
20090905,"interview john smit",2009,9,5
20081010,"thai protest leaders granted bail vow new rallies",2008,10,10
20120224,"australian share market open",2012,2,24
20080919,"sydney leopard",2008,9,19
20180226,"anonymous note threatens council autistic teen",2018,2,26
20140905,"grandstand breakfast september 5",2014,9,5
20140103,"college well placed for changes to vocational training",2014,1,3
20041125,"anu university of melbourne top tertiary study",2004,11,25
20050114,"australia a record historic twenty20 win",2005,1,14
20080926,"afghan army being built from the ground up",2008,9,26
20030526,"barbarians outclass inexperienced england side",2003,5,26
20090423,"qld police could face sack over drink driving",2009,4,23
20081007,"la man kills family himself over financial woes",2008,10,7
20180421,"mcgowan wanted to expose weinstein as rapist on billboard",2018,4,21
20090618,"councils give up on e waste collections",2009,6,18
20040331,"australia sees china as looming trade giant",2004,3,31
20180619,"facebook helps bride to be find half sisters in half an hour",2018,6,19
20050505,"illegal logging blamed on conflict of interest",2005,5,5
20060222,"mackay secures new obstetricians",2006,2,22
20060620,"country alliance seeks fewer pokies",2006,6,20
20051031,"qld wool indicator hits lowest price in five years",2005,10,31
20070730,"haneef colleague suspended by qld health",2007,7,30
20140627,"highlights usa vs germany",2014,6,27
20050825,"west bank death toll revised",2005,8,25
20181108,"scott morrison announces pacific infrastructure bank",2018,11,8
20050128,"sri lankans panic after tsunami alarm confusion",2005,1,28
20130828,"no site chosen yet for homeless housing",2013,8,28
20081222,"toxicity may be key to cane toad control",2008,12,22
20131029,"china angered by decision uphold nbn ban on huawei",2013,10,29
20120319,"farah faces two game ban",2012,3,19
20060429,"discoverys fuel tank upgrade on hold",2006,4,29
20180605,"david lipson provides the latest on the death of",2018,6,5
20091203,"rsl backs memorial trees move",2009,12,3
20191124,"climate change protest hits harvard yale football game",2019,11,24
20130422,"mcdowell wins heritage play off",2013,4,22
20180303,"gay homosexual lesbian women australian defence force mardi gras",2018,3,3
20141205,"herpes hope for carp",2014,12,5
20080324,"heavy demand for central qld easter accommodation",2008,3,24
20150225,"wall st rises on flexible federal reserve",2015,2,25
20051011,"apologies to be issued for overdue accounts",2005,10,11
20150516,"australian involved in terrorism could have citizenship revoked",2015,5,16
20090118,"no excuses this year says defiant federer",2009,1,18
20100703,"another cup let down for kaka",2010,7,3
20110711,"wind shuts down ski lifts",2011,7,11
20160809,"quad bike alert system invention death injury safety livestock",2016,8,9
20150211,"men accused of preparing terror act in name of is",2015,2,11
20100301,"no easing of water restrictions yet",2010,3,1
20050816,"premier changes regional tour",2005,8,16
20210123,"sa authorities warn of bushfire risk and extreme weather weekend",2021,1,23
20090929,"tourist poo killed rare shrimp on uluru",2009,9,29
20040829,"egyptian boxer fails medical",2004,8,29
20140809,"darwins bishop ted collins dies aged 83",2014,8,9
20161007,"menang artefacts exhibition albany",2016,10,7
20150411,"weatherill backs families sa chief executive",2015,4,11
20030920,"federers warning ahead of davis cup crunch",2003,9,20
20050117,"council seeks solution to stinking algae",2005,1,17
20150812,"sa education employee among five charged over drug lab",2015,8,12
20151213,"mona reveals plans for multi million dollar developments",2015,12,13
20060316,"shires bushfire appeal raises thousands",2006,3,16
20051012,"skydiver death overshadows cycle race",2005,10,12
20031002,"telstra defends switkowskis absence from senate",2003,10,2
20210112,"brisbane covid 19 lockdown lifts restrictions impact pubs bars",2021,1,12
20160613,"nbn election labor coalition farming",2016,6,13
20120815,"school helper jailed for sex crimes",2012,8,15
20070516,"pair to front court accused of eftpos scam",2007,5,16
20130109,"copping dump escapes fire damage",2013,1,9
20130507,"rysewyk",2013,5,7
20070805,"police appeal for darwin show attack witnesses",2007,8,5
20031104,"draft plan for redevelopment of molonglo valley",2003,11,4
20170823,"socceroos leave out mile jedinak for world cup qualifiers",2017,8,23
20180221,"jacqui lambie predicts hung parliament at book launch",2018,2,21
20060605,"redbacks squad fields 3 newcomers",2006,6,5
20080111,"allegiance shareholder rejects zinifex takeover",2008,1,11
20060926,"thai military council set to appoint new pm",2006,9,26
20100421,"condobolin agronomist position finally filled",2010,4,21
20051108,"comments sought on walking tracks plans",2005,11,8
20070205,"qld transport employee jailed over rego fraud",2007,2,5
20140207,"measles reports increase in top end medico warning",2014,2,7
20150703,"the finance quarter july 4",2015,7,3
20040224,"rain creates gold coast chaos",2004,2,24
20060301,"review prompts policing shake up",2006,3,1
20200903,"north queensland vet lukas orda missing live export ship",2020,9,3
20110801,"power slug drives up meals on wheels prices",2011,8,1
20140802,"hodges hopeful on missing just one game",2014,8,2
20151203,"uni signs australian first agreement to sponsor two fulbright s",2015,12,3
20130221,"michael cavanagh talks to the minister for",2013,2,21
20110819,"santos profit surges coal seam gas",2011,8,19
20201022,"thai protesters give the prime minister three days to quit",2020,10,22
20200423,"jeff sanders and anzac biscuit recipes",2020,4,23
20080107,"manly council intervenes in restaurant feud",2008,1,7
20110914,"hit run currie street suspended",2011,9,14
20110206,"interview jarmila groth",2011,2,6
20040125,"call to dump merger plans for national film archive",2004,1,25
20040416,"calls for emergency helicopter service for south",2004,4,16
20091002,"raoul harper talks to abc political reporter simon",2009,10,2
20030804,"henin hardenne triumphs in battle of belgium",2003,8,4
20070722,"careless deaths prompt rail safety campaign",2007,7,22
20031009,"stem cell treatment relieves angina medical trial",2003,10,9
20150701,"police investigate port hedland fatal motorcycle",2015,7,1
20100911,"roosters edge tigers in stunner",2010,9,11
20200718,"residents evacuated from beachfront mansions",2020,7,18
20180831,"tasmanian weather forecasting changes angers union",2018,8,31
20070526,"federer will beat me again nadal",2007,5,26
20160205,"doctors consider boycott pay dispute tas industrial commission",2016,2,5
20130110,"stephanie coombes speaks to tyne mcconnon",2013,1,10
20191028,"afp told abc it did not want sensationalist headlines court told",2019,10,28
20030302,"australia cleans up 6300 tonnes of rubbish",2003,3,2
20090619,"pm stands by ozcar denial",2009,6,19
20070520,"chelsea wins fa cup",2007,5,20
20141010,"kraftwerk smiths nwa nominated for rock and roll hall fame",2014,10,10
20141110,"business council says governments need to lock in energy policy",2014,11,10
20110622,"support group questions eating disorders treatment",2011,6,22
20091125,"parliamentary committee recommends separate drug",2009,11,25
20150619,"new application processes for farm dams",2015,6,19
20041006,"labor plans to give oceans office real authority",2004,10,6
20040623,"indigenous snapshot shows mixed news",2004,6,23
20110412,"cameron embarks on new 3d venture",2011,4,12
20130722,"inquest critical of royal adelaide hospital over death of cance",2013,7,22
20101115,"boaties warned to watch for lobster fishers",2010,11,15
20030408,"coetzer rallies to beat czech chladkova",2003,4,8
20061123,"cosmonaut tees off into space",2006,11,23
20161128,"five dollars for armed robber after advice centre targeted",2016,11,28
20090525,"driver hit with charges over house smash",2009,5,25
20050228,"passengers take outback track",2005,2,28
20160125,"beach goers urged heed warnings surf life savers australia day",2016,1,25
20120713,"minister flags change to council elections",2012,7,13
20120220,"abc entertainment",2012,2,20
20130319,"islamists suspected in deadly nigerian blasts",2013,3,19
20030529,"study links chlorine to asthma epidemic",2003,5,29
20120914,"two dead in bruce highway crash",2012,9,14
20040322,"meeting sought to address council casuals numbers",2004,3,22
20121203,"alice rain prospects dry up",2012,12,3
20151020,"new australian coal mine sabotages clean energy",2015,10,20
20161013,"contestant in miss solomon islands beauty pageant",2016,10,13
20040114,"adelong banking on community support",2004,1,14
20120111,"harvest delays take toll on farm funds",2012,1,11
20100603,"yemen arrest mum had australian passport cancelled",2010,6,3
20140210,"hay drive appeal aims to help drought hit graziers in west qld",2014,2,10
20150122,"rogerson and mcnamara to stand trial over gao murder",2015,1,22
20050324,"investors sought for holiday park",2005,3,24
20051012,"support grows for boat harbour plan",2005,10,12
20171009,"universities warned to resist chinese communist party influence",2017,10,9
20170730,"sunday session: july 30",2017,7,30
20031107,"time to stand and deliver for bushrangers",2003,11,7
20031117,"five killed in taiwan fireworks factory blasts",2003,11,17
20121218,"graffiti may be linked to solar eclipse",2012,12,18
20080427,"raikkonen on pole for spanish gp",2008,4,27
20140326,"world leaders urge more action to prevent nuclear terrorism",2014,3,26
20030602,"experimental drug offers colon cancer patients",2003,6,2
20191218,"cobar mining underground for water the new gold",2019,12,18
20120713,"businessman offers to buy golf club",2012,7,13
20100813,"suspect package actually part of childs toy",2010,8,13
20181211,"alleged russian agent to plead guilty to us prosecution",2018,12,11
20160826,"banning burkini reinforces story muslim women needing saving",2016,8,26
20200301,"olympics on the line coronavirus looms games biggest challenge",2020,3,1
20060128,"rain a mixed blessing for vic fire crews",2006,1,28
20090512,"budget too risky says acci",2009,5,12
20130903,"nrn food processing",2013,9,3
20210117,"brisbane timelapse storm auchenflower rain damage",2021,1,17
20150203,"thieves trash port hedland building site",2015,2,3
20090706,"elders form focus of naidoc week",2009,7,6
20120418,"a relic from the great beyond",2012,4,18
20120317,"azarenka; sharapova to meet in final",2012,3,17
20150925,"tga advise surgeons risk from silimed implants extremely low",2015,9,25
20121106,"johns signs as sea eagles assistant",2012,11,6
20120409,"mali president formally resigns",2012,4,9
20211028,"daryl maguire says people should listen to me call berejiklian",2021,10,28
20210811,"biggest classroom in the world",2021,8,11
20171004,"sydney melbourne urged to prepare for 50c days by end of century",2017,10,4
20120129,"pair arrested over sydney shooting",2012,1,29
20130607,"supreme court murder trial",2013,6,7
20180921,"powell pepper sends out graphic image on social media",2018,9,21
20180515,"sharon mason mother dies three days after killer greer released",2018,5,15
20190318,"canberra teen charged attempted murder palmerston",2019,3,18
20120719,"suicide bomber behind bulgaria bus attack",2012,7,19
20140522,"iran frees happy dancers on bail",2014,5,22
20030308,"jordan denies mid east oil deal",2003,3,8
20100622,"waite fletcher cop suspensions",2010,6,22
20121206,"police seize atm card skimmers",2012,12,6
20180610,"donald trump asks us reps to not endorse g7 summit statement",2018,6,10
20181123,"one plus one: michelle simmons",2018,11,23
20100914,"search continues after armed robbery attempt",2010,9,14
20101101,"pacific nation plans wall to block rising seas",2010,11,1
20070508,"gps directions take driver off road",2007,5,8
20130522,"nrn qld parks grazing approved",2013,5,22
20031202,"pirates dump coach palmer",2003,12,2
20081019,"leaders to trade thoughts on financial market",2008,10,19
20150320,"australia chases down pakistans 213 to move into semi finals",2015,3,20
20150217,"low mineral and metal prices increases geoscientist jobless rate",2015,2,17
20161102,"peel street laneway summer closure",2016,11,2
20150331,"townsend family sells stapleton station northern territory",2015,3,31
20170215,"guns n roses delight rock fans in melbourne",2017,2,15
20061209,"firefighters brace for worsening conditions in vic",2006,12,9
20050617,"adelaide pair to front court over cannabis find",2005,6,17
20110217,"bushfire fighters push for nsw funds",2011,2,17
20040913,"mlc says forest felling threatens creatures",2004,9,13
20111223,"graziers keep watch for wild dogs",2011,12,23
20100118,"croc victims mum angry at govt response",2010,1,18
20150417,"australian fashion industry still not protecting global workers",2015,4,17
20071030,"local govt reforms could cost us millions alice",2007,10,30
20111109,"hay exporting season one of the worst",2011,11,9
20150620,"south australia's first aboriginal woman ordained",2015,6,20
20160917,"eu ready for brexit negotiations tomorrow",2016,9,17
20120128,"france plans early afghanistan withdrawal",2012,1,28
20050408,"rail contract allows taree apprentice boost",2005,4,8
20080124,"moruya gears up for eurobodalla show",2008,1,24
20210222,"covid 19 vaccine rollout begins in northern territory",2021,2,22
20071206,"busway tourist loses licence",2007,12,6
20141209,"veil lifted on northam shire art collection",2014,12,9
20070716,"uncertain future for wilcannias knox and downs",2007,7,16
20200915,"alexei navalny shares picture poison recovery",2020,9,15
20131028,"joe francis criticises opposition comments on bushfire",2013,10,28
20090114,"one million hits for best job in the world",2009,1,14
20120618,"vuna cleared for third test",2012,6,18
20170709,"greyhounds go behind bars to help prisoners; learn",2017,7,9
20150430,"nguyen and le 40 years on the journey for freedom continues",2015,4,30
20091013,"a true hero mans courageous last act",2009,10,13
20100911,"peace emerges the winner in doubles final",2010,9,11
20060316,"bali nine appeals a gamble",2006,3,16
20140322,"police release name of man found deceased in midland",2014,3,22
20170717,"wylie community bands together to save local butcher shop",2017,7,17
20130711,"ais naidoc",2013,7,11
20180922,"home visits lift farmers spirits during drought",2018,9,22
20080429,"claims sa trams cause fainting",2008,4,29
20211120,"cyclist sarah gigante eyeing spot in tour de france femme",2021,11,20
20090331,"israels swollen cabinet too big for table",2009,3,31
20120823,"sa family buys famous nsw sheep stud",2012,8,23
20060925,"mt gambier police blitz catches 10 drunk drivers",2006,9,25
20190129,"aerial footage of the crashed aircrane helicopter",2019,1,29
20090902,"goalless sterjovski not worrying glory",2009,9,2
20200416,"uk aged care home hit by coronavirus outbreak covid19",2020,4,16
20100315,"vicforests to call more witnesses",2010,3,15
20031126,"surplus millicent properties for sale",2003,11,26
20190617,"sydney experiencing slowdown in apartment construction",2019,6,17
20100224,"curry flavour to stamp out racism",2010,2,24
20130604,"ghostrock vinyard wins international trophy",2013,6,4
20140813,"tension over mcg soccer tournament during afl season",2014,8,13
20121022,"developer dead serious about morgue hotel",2012,10,22
20160820,"hidden listening device found in all blacks hotel room",2016,8,20
20150922,"productivity chairman scathing of competition",2015,9,22
20070214,"alcoa shares rise amid bhp rio takeover talk",2007,2,14
20060621,"reef researcher urges more focus on other fish",2006,6,21
20091227,"rbt leads to 40k ecstasy bust",2009,12,27
20160603,"ex aurukun council worker jailed over violent armed robbery bid",2016,6,3
20071123,"glory holds adelaide to draw",2007,11,23
20140430,"geraldton residents to be reimbursed for power outages",2014,4,30
20100723,"wharfies hold memorial service for crushed worker",2010,7,23
20080331,"cattleman will take industry concerns to 2020",2008,3,31
20090411,"in defence of the humble bunny",2009,4,11
20100427,"dees draftees star on the rise",2010,4,27
20140207,"fresh abuse claims made just before salvation army officer's",2014,2,7
20110301,"opposition puts own set of rah calculations",2011,3,1
20130520,"man found not guilty of shooting conspiracy",2013,5,20
20140505,"number of children in japan falls to new low",2014,5,5
20030808,"amrozi sentence sends message to terrorists govt",2003,8,8
20110418,"the official register of journalists",2011,4,18
20150130,"john marsden to open new arts secondary school",2015,1,30
20050912,"senate inquiry okays telstra bills",2005,9,12
20090730,"indon terrorist claims responsibility for jakarta",2009,7,30
20151121,"recent paris attacks put spotlight on why people",2015,11,21
20200731,"donald trump election delay economy distraction coronavirus",2020,7,31
20130702,"interest rate decision",2013,7,2
20170525,"street art is no longer a boys club",2017,5,25
20160502,"bunbury police body cameras",2016,5,2
20081122,"rudd says world economy trapped in vicious cycle",2008,11,22
20070430,"goodes burgoyne face suspension",2007,4,30
20110321,"rescue helicopter airlifts 5 in busy weekend",2011,3,21
20110614,"water dries up in salmon gums",2011,6,14
20050330,"council to hear pool retirement village plan",2005,3,30
20070827,"europe sends aid to fire ravaged greece",2007,8,27
20030901,"air services to take off soon",2003,9,1
20070920,"brown to boycott summit if mugabe attends",2007,9,20
20081102,"teen hospitalised after vigilante hit run",2008,11,2
20060501,"govt blasts beazley for politicising miners plight",2006,5,1
20070903,"rudd suspicious of horse flu inquiry timing",2007,9,3
20150610,"the drum wednesday june 10",2015,6,10
20111007,"nobel prize winner announced",2011,10,7
20150521,"nat fyfe says brownlow medal talk a distraction",2015,5,21
20070101,"no tears for serial killer fraser says beattie",2007,1,1
20050928,"tas health workers call off strike",2005,9,28
20210308,"christian porter accuser four corners",2021,3,8
20050501,"rivkins death not suspicious police",2005,5,1
20170308,"fewer women ceos than men named john",2017,3,8
20130705,"turning boats back inhuman says indonesia advisor",2013,7,5
20150429,"new zealand resurgence good for rugby league dave smith",2015,4,29
20060112,"queen honours bernhard langer",2006,1,12
20130404,"the accc says irrigators in the murray darling",2013,4,4
20140716,"england anderson facing icc charge",2014,7,16
20080617,"human rights group slams lhasa leg of olympic",2008,6,17
20100603,"retirees help rebuild storm ravaged guatemala",2010,6,3
20140109,"20 year anniversary 1974 brisbane floods",2014,1,9
20180610,"jeff horn bested by terence crawford in tko",2018,6,10
20071002,"scheme encourages employees to be volunteers",2007,10,2
20160815,"indonesia airlines cleared to fly to us",2016,8,15
20141007,"twin peaks set to make comeback",2014,10,7
20060301,"govt says no to plea for santos operations halt",2006,3,1
20051011,"sunshine coast uni enrolments on the rise",2005,10,11
20190815,"spend a night at taiwans presidential palace",2019,8,15
20140528,"socceroos given warm send off as they board plane to brazil",2014,5,28
20070105,"duo jailed over drunken bashing attack",2007,1,5
20140829,"pearson finishes second at diamond league meet",2014,8,29
20120720,"more staff cut as qld government cuts jobs",2012,7,20
20050327,"thai railway attack injures 15",2005,3,27
20150410,"building bridges to asia",2015,4,10
20101024,"man shot at front door dies in hospital",2010,10,24
20151014,"nsw country hour wednesday 14 october 2015",2015,10,14
20050428,"fires continue to burn in sa",2005,4,28
20130527,"'unsanctioned' strike halts sydney ferries",2013,5,27
20070226,"police investigate mans fatal fall under",2007,2,26
20130521,"vineyard reopens after fires",2013,5,21
20110524,"fatal crash at mundijong",2011,5,24
20051010,"illegal fishers processed at broome turf club",2005,10,10
20130605,"company sues tech giants claiming podcast patent breach",2013,6,5
20070524,"report says drought increasing gas consumption",2007,5,24
20190620,"transparent recycling bins proposed for adelaide council area",2019,6,20
20050427,"inflation data takes pressure off rates",2005,4,27
20100611,"national water deal a great failure",2010,6,11
20031110,"indonesia bans commemoration of separatist day in",2003,11,10
20030916,"png watchdog cautions mps on g g vote",2003,9,16
20051222,"strict conditions placed on psychiatrist guilty of",2005,12,22
20101222,"new water bombers arrive ahead of fire season",2010,12,22
20090428,"teenage driver shot with stun gun appears in court",2009,4,28
20150424,"1st brigade soldiers speak on anzac day",2015,4,24
20090118,"canberra marks deadly bushfire anniversary",2009,1,18
20091118,"poor sanitation killing kids in e timor wateraid",2009,11,18
20081212,"diesel shortage no cause for panic",2008,12,12
20070805,"electricity demands likely cause of thredbo power",2007,8,5
20100410,"moltzen thurston injured in tigers win",2010,4,10
20071108,"nsw govt pledges 45m for pregnancy services",2007,11,8
20030503,"tiger to return rejuvenated in germany",2003,5,3
20120209,"valuable cotton down the drain",2012,2,9
20110725,"researcher claims world first e coli testing method",2011,7,25
20120920,"senate votes down same sex marriage bill",2012,9,20
20140611,"harcourt soccernomics the true cost of the world cup",2014,6,11
20150224,"police search for man 'involved in police chase' in sydney",2015,2,24
20071009,"act opposition moves to establish hospital board",2007,10,9
20030416,"achille lauro hijacker captured in baghdad",2003,4,16
20110322,"nsw voters still waiting for coalition costings",2011,3,22
20201202,"child drowns in remote community of kintore in nt",2020,12,2
20131125,"apricot farm wentworth",2013,11,25
20030820,"freed sahara hostages return home",2003,8,20
20050509,"groups urged to seek funds for investment boosting",2005,5,9
20091019,"asylum seekers intercepted off wa",2009,10,19
20050710,"lions excited about eagles clash",2005,7,10
20081107,"gippsland farms being investigated",2008,11,7
20120326,"piccoli transfer",2012,3,26
20110202,"dive in wollongong cdb developments questioned",2011,2,2
20070711,"coles takeover still alive despite share price",2007,7,11
20130725,"attwell child care",2013,7,25
20140702,"blue chip stock surge leads market higher",2014,7,2
20140513,"budget 2014 planets must align to reconcile tale of two deficits",2014,5,13
20131030,"qld mp calls to overhaul laws to protect sub contractors",2013,10,30
20070816,"woman suffers from emergency chopper shortage",2007,8,16
